"sentence","word_labels"
"Run the food processor until it resembles a coarse sand (5-10 seconds) then start dripping in the ice water until the mixture starts to chunk together","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-FOOD,L-FOOD,O,O,O,O,O,O,O"
"Season to taste. (Needs quite a bit of salt). Nutmeg also works well here.","O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,U-FOOD,O,O,O,O,O"
"Serve with apple sauce. Should be eaten together, not as a dessert.","O,O,B-FOOD,I-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O"
"Serve with boiled rice.","O,O,O,U-FOOD,O"
"Shred your cheese.","O,O,U-FOOD,O"
"Slice the top to the peppers and place them in the oven tray, you may need to slice the bottom a litte bit to make them stand together. (Hint: Put the peppers inside a pan over the oven tray).","O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O"
"Spread the jam over the puff pastry with a spoon.","O,O,U-FOOD,O,O,B-FOOD,L-FOOD,O,O,O,O"
"Sprinkle with cinnamon and breadcrumbs.","O,O,U-FOOD,O,U-FOOD,O"
"Take the fish out to be served separately. They are traditionally served topped with olive oil and a squeeze of lemon with steamed vegetables.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,B-FOOD,L-FOOD,O,O,O,O,U-FOOD,O,B-FOOD,L-FOOD,O"
"Top everything with milk and let the potatoes cook for about 10 minutes.","O,O,O,U-FOOD,O,O,O,U-FOOD,O,O,O,O,O,O"
"Transfer the filling mixture to a sauce pan and reduce the liquid over medium to low heat for around 15 mins, stirring regularly, then turn off the gas","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Use a fork or your fingers to pinch down the top crust to the bottom crust so you don't have air gaps","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"When the onions have become sufficiently cooked, add potatoes.","O,O,U-FOOD,O,O,O,O,O,O,U-FOOD,O"
"When the pasta has finished cooking, drain it, and reserve at least around a cup of the cooking water.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O"
"When the peppers are finished, remove the aluminum, fill the peppers with the mix and cook in the oven for another 45 minutes.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O"
"While the chicken is the oven prepare mushed potatoes. First you boil them until they are soft (keep the skin on). Once they are soft, peel them. Then mush them with a fork and add milk or creme fraiche.","O,O,U-FOOD,O,O,O,O,O,B-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,B-FOOD,L-FOOD,O"
"While the filling is sitting / reducing, start the crust by putting the flour, salt, sugar, and pieces of butter in a food processor","O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,O,O,O,U-FOOD,O,O,O,O"
"You'll know when it's done if you can pinch the dough with your hand and it sticks together","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
